xHistory,uHistory,tHistory,rHistory,JHistory
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",24.500000000000078,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",24.60000000000008,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",24.70000000000008,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",24.800000000000082,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",24.900000000000084,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",25.000000000000085,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",25.100000000000087,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",25.200000000000088,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",25.30000000000009,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",25.40000000000009,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",25.500000000000092,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",25.600000000000094,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",25.700000000000095,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",25.800000000000097,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",25.900000000000098,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",26.0000000000001,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",26.1000000000001,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",26.200000000000102,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",26.300000000000104,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",26.400000000000105,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",26.500000000000107,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",26.600000000000108,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",26.70000000000011,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",26.80000000000011,[[-1000.]],0.0
