xHistory,uHistory,tHistory,rHistory,JHistory
[54.4520008  54.16609427 55.21696152],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",41.900000000000325,[54.44756807 54.34005685 54.92445325],9600.294615285808
[54.4546807  54.18223417 55.16400021],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",42.00000000000033,[54.44642062 54.34301316 54.91688195],9600.218734528784
[54.4565834  54.19854207 55.11751435],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",42.10000000000033,[54.44535175 54.34559228 54.91031845],9600.160568213782
[54.45780734 54.21480409 55.07695495],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",42.20000000000033,[54.44436074 54.34783487 54.90463087],9600.116350545984
[54.45844377 54.23084609 55.04179699],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",42.30000000000033,[54.44344585 54.34977838 54.89970358],9600.083036482927
[54.45857664 54.24652713 55.01154179],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",42.40000000000033,[54.4426046  54.35145711 54.89543537],9600.058187851606
[54.45828266 54.26173427 54.98571847],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",42.500000000000334,[54.44183393 54.3529023  54.89173783],9600.039870822206
[54.45763149 54.27637817 54.96388464],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",42.600000000000335,[54.44113038 54.35414231 54.88853389],9600.026565561502
[54.45668598 54.29038968 54.9456266 ],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",42.70000000000034,[54.44049018 54.35520271 54.88575652],9600.017088059869
[54.45550253 54.3037169  54.9305591 ],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",42.80000000000034,[54.43990943 54.35610649 54.88334746],9600.010523575638
[54.45413144 54.31632275 54.91832479],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",42.90000000000034,[54.43938412 54.3568742  54.88125625],9600.006170801213
[54.45261726 54.32818295 54.90859344],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",43.00000000000034,[54.43891029 54.35752416 54.87943918],9600.003495670642
[54.45099923 54.33928423 54.90106104],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",43.10000000000034,[54.438484   54.35807258 54.8778585 ],9600.002093654186
[54.44931167 54.34962284 54.89544875],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",43.200000000000344,[54.43810142 54.35853379 54.87648165],9600.001659387794
[54.44758431 54.35920316 54.89150171],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",43.300000000000345,[54.4377589  54.35892038 54.87528056],9600.001962538212
[54.44584275 54.36803659 54.88898796],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",43.40000000000035,[54.43745292 54.35924336 54.87423108],9600.002828888551
[54.44410875 54.37614038 54.88769712],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",43.50000000000035,[54.43718017 54.35951235 54.87331246],9600.004125730462
[54.44240065 54.38353676 54.88743925],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",43.60000000000035,[54.43693753 54.35973567 54.87250686],9600.00575075741
[54.44073365 54.390252   54.88804357],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",43.70000000000035,[54.4367221  54.35992052 54.87179901],9600.00762376208
[54.43912013 54.39631567 54.88935725],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",43.80000000000035,[54.43653118 54.36007311 54.87117577],9600.009680544925
[54.43756997 54.40175986 54.89124422],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",43.900000000000354,[54.43636226 54.36019874 54.87062589],9600.011868537018
[54.43609082 54.40661857 54.89358397],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",44.000000000000355,[54.43621306 54.36030194 54.87013975],9600.014143727787
[54.43468835 54.41092709 54.8962704 ],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",44.10000000000036,[54.43608148 54.36038657 54.86970906],9600.01646856503
[54.43336647 54.41472151 54.89921074],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",44.20000000000036,[54.4359656  54.36045587 54.86932674],9600.018810561847
[54.4321276  54.41803816 54.90232443],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",44.30000000000036,[54.43586368 54.36051259 54.8689867 ],9600.021141402138
[54.43097285 54.42091329 54.90554207],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",44.40000000000036,[54.43577416 54.36055901 54.86868369],9600.023436384527
[54.42990218 54.42338265 54.90880449],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",44.50000000000036,[54.43569561 54.36059706 54.86841323],9600.025674084216
[54.42891464 54.42548117 54.91206173],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",44.600000000000364,[54.43562676 54.36062832 54.86817142],9600.02783614461
[54.42800845 54.42724272 54.91527218],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",44.700000000000365,[54.43556646 54.36065409 54.86795492],9600.029907136353
[54.42718118 54.42869987 54.91840171],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",44.80000000000037,[54.43551369 54.36067547 54.86776081],9600.031874441574
[54.4264299  54.42988375 54.92142288],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",44.90000000000037,[54.43546755 54.36069331 54.86758658],9600.033728136757
[54.42575125 54.43082384 54.92431419],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",45.00000000000037,[54.43542722 54.36070834 54.86743004],9600.035460859019
