,u0,u1,u2,x_sim0,x_sim1,x_sim2
1803,88.0,0.0,0.0,57.75515811829612,56.18420832773606,55.69583210620078
1804,88.0,0.0,0.0,57.8972036950924,56.30621621188914,55.80670965885309
1805,88.0,0.0,0.0,58.01768602235903,56.42981377580949,55.92059785468888
1806,88.0,0.0,0.0,58.11839951714789,56.55305091159434,56.0375394334576
1807,88.0,0.0,0.0,58.201058388577735,56.67430557523542,56.15734388588791
1808,88.0,0.0,0.0,58.26731830038882,56.79221748158642,56.27964533714714
1809,88.0,0.0,0.0,58.31878849925359,56.905635574138955,56.40394774863334
1810,88.0,0.0,0.0,58.35703718303607,57.01357819506822,56.52966016127194
1811,88.0,0.0,0.0,58.38359199640883,57.11520429889033,56.656124325434135
1812,88.0,0.0,0.0,58.399937011260434,57.20979394248795,56.7826366580951
1813,40.0,0.0,0.0,58.40750723194657,57.29673638090814,56.90846608993488
1814,40.0,0.0,0.0,57.79978392845595,57.375524257654234,57.03286903334378
1815,40.0,0.0,0.0,57.247424237956565,57.38328768693074,57.15878863395307
1816,40.0,0.0,0.0,56.75685332535968,57.32570791997668,57.27779389488166
1817,40.0,0.0,0.0,56.32998605999944,57.208808279875214,57.382797153348434
1818,40.0,0.0,0.0,55.96524973096964,57.03990773339481,57.46800099410142
1819,40.0,0.0,0.0,55.65862852837503,56.828097362799525,57.52895054166982
1820,40.0,0.0,0.0,55.404609515784614,56.58422375682416,57.562628203274805
1821,40.0,0.0,0.0,55.19695600960781,56.32038340982889,57.567532436464454
1822,40.0,0.0,0.0,55.0292838054661,56.049019610047594,57.54368818921879
1823,40.0,0.0,0.0,54.89545279975094,55.78182103129615,57.49255169241118
